ROAD_CLASS,DISTRICT,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,NEIGHBOURHOOD_158,YEAR,MONTH_sin,MONTH_cos,DOW_sin,DOW_cos,HOUR_sin,HOUR_cos,INVAGE_00to04,INVAGE_05to09,INVAGE_10to14,INVAGE_15to19,INVAGE_20to24,INVAGE_25to29,INVAGE_30to34,INVAGE_35to39,INVAGE_40to44,INVAGE_45to49,INVAGE_50to54,INVAGE_55to59,INVAGE_60to64,INVAGE_65to69,INVAGE_70to74,INVAGE_75to79,INVAGE_80to84,INVAGE_85to89,INVAGE_90to94,INVAGE_Over95,INVAGE_unknown,NUMPERSONS,MANOEUVER_ChangingLanes,MANOEUVER_GoingAhead,MANOEUVER_MakingUTurn,MANOEUVER_Merging,MANOEUVER_Other,MANOEUVER_Overtaking,MANOEUVER_Parked,MANOEUVER_PullingAwayfromShoulderorCurb,MANOEUVER_PullingOntoShoulderortowardCurb,MANOEUVER_Reversing,MANOEUVER_SlowingorStopping,MANOEUVER_Stopped,MANOEUVER_TurningLeft,MANOEUVER_TurningRight,MANOEUVER_Unknown,DRIVACT_DisobeyedTrafficControl,DRIVACT_DrivingProperly,DRIVACT_ExceedingSpeedLimit,DRIVACT_FailedtoYieldRightofWay,DRIVACT_FollowingtooClose,DRIVACT_ImproperLaneChange,DRIVACT_ImproperPassing,DRIVACT_ImproperTurn,DRIVACT_Lostcontrol,DRIVACT_Other,DRIVACT_SpeedtooFastForCondition,DRIVACT_SpeedtooSlow,DRIVACT_WrongWayonOneWayRoad,NEAREST_HOSPITAL,DIST_TO_HOS
Major Arterial,Etobicoke York,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,False,False,True,False,False,False,False,False,False,True,True,False,False,Etobicoke City Centre,2006,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0.9659258262890683,-0.25881904510252063,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Unity Health Toronto - St. Joseph's,10147.834322880371
Major Arterial,Toronto and East York,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,True,False,True,False,False,False,False,False,False,True,False,False,False,Forest Hill South,2006,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,University Health Network - Toronto Western,5851.389734615805
Major Arterial,Etobicoke York,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,True,False,True,False,False,False,False,False,False,False,False,False,False,Eringate-Centennial-West Deane,2006,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.7071067811865476,-0.7071067811865475,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,William Osler Health System - Etobicoke,8319.950538272387
Major Arterial,Toronto and East York,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,True,False,True,False,False,False,False,False,False,True,False,False,False,Annex,2006,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,-0.7071067811865471,-0.7071067811865479,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,University Health Network - Toronto General,2047.0325407066848
Minor Arterial,Toronto and East York,No Control,Snow,Dark,Wet,Non-Fatal Injury,SMV Other,False,False,True,False,False,False,False,True,True,True,False,False,False,Dufferin Grove,2006,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.25881904510252074,0.9659258262890683,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Unity Health Toronto - St. Joseph's,2075.233877118444
Major Arterial,Toronto and East York,No Control,Clear,Dark,Loose Snow,Non-Fatal Injury,SMV Other,False,False,True,False,False,False,False,True,True,True,False,False,False,Moss Park,2006,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Unity Health Toronto - St. Michael's,1995.559347184375
Major Arterial,Etobicoke York,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,True,False,True,False,False,False,False,False,True,True,False,False,False,West Humber-Clairville,2006,0.49999999999999994,0.8660254037844387,0.0,1.0,0.9659258262890683,0.25881904510252074,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,William Osler Health System - Etobicoke,2951.7765382659854
Minor Arterial,Toronto and East York,Pedestrian Crossover,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,True,False,True,False,False,False,False,False,False,True,False,False,False,South Riverdale,2006,0.49999999999999994,0.8660254037844387,0.0,1.0,-0.9659258262890683,-0.25881904510252063,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Unity Health Toronto - St. Michael's,3151.7788471784443
Major Arterial,Scarborough,Traffic Signal,Clear,Dark,Wet,Non-Fatal Injury,Cyclist Collisions,False,True,False,False,False,True,False,False,False,True,False,False,False,West Hill,2006,0.49999999999999994,0.8660254037844387,0.0,1.0,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Scarborough Health Network - Centenary,2857.0907511706464
Major Arterial,Etobicoke York,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,False,False,True,False,False,False,False,False,False,False,False,False,False,Eringate-Centennial-West Deane,2006,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,William Osler Health System - Etobicoke,8275.95353827125
Major Arterial,Scarborough,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,True,False,True,False,False,False,False,False,False,False,False,False,False,Eglinton East,2006,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Scarborough Health Network - Scarborough General,2174.9230813276954
Minor Arterial,Toronto and East York,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,False,True,True,False,False,False,False,False,False,False,False,False,False,Broadview North,2006,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.258819045102521,-0.9659258262890682,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Michael Garron Hospital,2296.0058422397124
Minor Arterial,Toronto and East York,No Control,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,True,False,True,False,False,False,False,False,False,False,False,False,False,High Park-Swansea,2006,0.8660254037844386,0.5000000000000001,0.0,1.0,-1.0,-1.8369701987210297e-16,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Unity Health Toronto - St. Joseph's,2339.8494228788186
Expressway,Etobicoke York,No Control,Clear,Dark,Dry,Fatal,Sideswipe,False,False,True,False,False,False,False,True,False,False,False,True,False,Humber Bay Shores,2006,0.8660254037844386,0.5000000000000001,0.0,1.0,-0.5000000000000004,0.8660254037844384,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,7,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,Unity Health Toronto - St. Joseph's,3825.0308228818467
Expressway,Etobicoke York,No Control,Clear,Dark,Dry,Fatal,Rear End,False,False,True,False,False,False,False,True,False,False,False,False,False,Mimico-Queensway,2006,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Unity Health Toronto - St. Joseph's,7990.794222878874
Major Arterial,Toronto and East York,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,True,False,True,False,False,False,False,False,False,True,False,False,False,High Park North,2006,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.7071067811865476,-0.7071067811865475,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Unity Health Toronto - St. Joseph's,2129.103610109072
Major Arterial,Scarborough,Traffic Signal,Clear,Daylight,Dry,Fatal,Turning Movement,False,False,True,True,False,False,False,False,False,True,True,False,False,Malvern East,2006,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.7071067811865476,-0.7071067811865475,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Scarborough Health Network - Centenary,2686.604943041806
Major Arterial,Scarborough,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,True,False,True,False,False,False,False,False,False,False,False,True,False,Kennedy Park,2006,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.7071067811865476,0.7071067811865476,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Scarborough Health Network - Scarborough General,2881.3489567515207
Major Arterial,Toronto and East York,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,True,False,True,False,False,False,False,False,False,True,False,True,False,Trinity-Bellwoods,2006,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,-0.9659258262890684,0.2588190451025203,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,University Health Network - Toronto Western,1618.7384970302228
Major Arterial,Etobicoke York,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,True,False,True,False,False,False,False,False,False,False,False,False,False,Kingsview Village-The Westway,2006,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Humber River Health - Wilson,7639.984556173789
Major Arterial,Scarborough,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,False,False,True,False,False,False,False,True,False,True,True,False,False,Steeles,2006,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.7071067811865476,-0.7071067811865475,1,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3,9,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Scarborough Health Network - Birchmount,2157.1349034449086
Major Arterial,Toronto and East York,Pedestrian Crossover,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,True,False,True,False,False,False,False,False,False,True,False,False,False,Moss Park,2006,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-0.9659258262890683,-0.25881904510252063,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Unity Health Toronto - St. Michael's,886.1071471772157
Collector,Toronto and East York,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,True,False,True,False,False,False,False,False,False,True,False,False,False,Junction-Wallace Emerson,2006,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.9659258262890683,-0.25881904510252063,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Unity Health Toronto - St. Joseph's,2830.682610104326
Major Arterial,Toronto and East York,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,True,False,True,False,False,False,False,False,False,False,False,False,False,Annex,2006,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,University Health Network - Toronto Western,1720.8831346152583
Minor Arterial,North York,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,Angle,False,False,True,False,False,False,False,True,False,True,False,False,False,East Willowdale,2006,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,North York General Hospital - General Site,3775.967355155968
Major Arterial,North York,No Control,Clear,Dark,Dry,Non-Fatal Injury,Approaching,False,False,True,False,False,False,False,False,True,True,False,True,False,York University Heights,2006,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-0.7071067811865477,0.7071067811865474,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,Humber River Health - Wilson,6691.232543820981
Major Arterial,Toronto and East York,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,False,False,True,False,False,False,False,True,True,True,False,False,False,Weston-Pelham Park,2006,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Unity Health Toronto - St. Joseph's,4667.336910111248
Minor Arterial,Scarborough,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,True,False,True,False,False,False,False,False,False,False,False,False,False,Woburn North,2006,0.8660254037844386,0.5000000000000001,0.0,1.0,0.8660254037844387,-0.4999999999999998,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Scarborough Health Network - Centenary,2175.8695488326484
Major Arterial,Etobicoke York,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Rear End,False,False,True,False,False,False,False,True,False,True,False,False,False,Brookhaven-Amesbury,2006,0.8660254037844386,0.5000000000000001,0.0,1.0,-0.7071067811865477,0.7071067811865474,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,Humber River Health - Wilson,2464.2583561749198
Major Arterial,Etobicoke York,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Unattended Vehicle,False,False,True,False,False,False,False,False,False,False,False,False,True,Maple Leaf,2006,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.7071067811865471,-0.7071067811865479,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,Humber River Health - Wilson,2540.9603754605632
Major Arterial,Etobicoke York,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Turning Movement,False,False,True,False,False,False,False,True,False,False,False,False,False,Rockcliffe-Smythe,2006,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,5,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,Humber River Health - Wilson,5758.679575462476
Minor Arterial,Toronto and East York,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,True,False,True,False,False,False,False,False,False,True,False,False,False,South Riverdale,2006,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-0.9659258262890684,0.2588190451025203,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,Unity Health Toronto - St. Michael's,3256.060447180411
Minor Arterial,Toronto and East York,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,False,False,True,False,False,False,False,False,False,False,False,False,False,Corso Italia-Davenport,2006,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,-0.8660254037844385,-0.5000000000000004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Unity Health Toronto - St. Joseph's,4811.240710100043
